order_id,order_status,dispatch_status,datetime,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 09:40,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 09:40
14959,Waiting Driver Response,API: Request Received,04-08-2024 09:45,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 09:50,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 09:50,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 10:10,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 10:10,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 10:10
14959,Waiting Driver Response,API: Request Received,04-08-2024 10:15,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 10:20,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 10:20,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 10:40,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 10:40,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 10:40
14959,Waiting Driver Response,API: Request Received,04-08-2024 10:45,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 10:50,
